"","post_id","push_type","push_id","push_content","push_ip","push_date_time"
"3028","M.1520655823.A.31D","→","Navorski","問題？",NA,2018-03-19 11:35:00
"3029","M.1520595766.A.AFC","→","obarisk","不要寫row. names",NA,2018-03-09 23:49:00
"3030","M.1520595766.A.AFC","→","obarisk","或寫row. names=FALSE",NA,2018-03-09 23:50:00
"3031","M.1520595766.A.AFC","→","earlywinter","謝謝大大成功了",NA,2018-03-10 20:26:00
"3032","M.1520576483.A.9DE","→","clansoda","xlsx::write.xlsx with the arugment ""sheetName""?",NA,2018-03-09 15:54:00
"3033","M.1520576483.A.9DE","→","dailylily","我嘗試過樓上的做法，但會直接變成新的檔案orz",NA,2018-03-09 16:18:00
"3034","M.1520576483.A.9DE","推","LinNine","openxlsx::worksheetOrder 把你的分頁換到第三分頁？",NA,2018-03-10 12:06:00
"3035","M.1520576483.A.9DE","→","obarisk","只能找worksheet 的函數",NA,2018-03-10 13:37:00
"3036","M.1520576483.A.9DE","→","celestialgod","https://goo.gl/zcJCLm Python有看到改順序的方法",NA,2018-03-10 22:38:00
"3037","M.1520576483.A.9DE","→","celestialgod","R應該也可以找找看 就寫到最後一頁之後再換順序就好",NA,2018-03-10 22:39:00
"3038","M.1520576483.A.9DE","→","dailylily","看起來可行 謝謝各位",NA,2018-03-12 10:55:00
"3039","M.1520415622.A.AF6","推","Godkin","",NA,2018-03-09 20:08:00
"3040","M.1520307614.A.96C","推","sw52099","Supp太高 我的經驗是6000筆資料都會把supp調到0.003之類",NA,2018-03-06 21:49:00
"3041","M.1520307614.A.96C","→","sw52099","的才會有結果",NA,2018-03-06 21:49:00
"3042","M.1520307614.A.96C","推","sw52099","你的supp是0.1，資料是500筆，代表同一個規則要出現500*0",NA,2018-03-06 21:52:00
"3043","M.1520307614.A.96C","→","sw52099",".1=50次（就是結果裡的count）才會算進來。而500筆資料要",NA,2018-03-06 21:52:00
"3044","M.1520307614.A.96C","→","sw52099","出現相同的規則50次，感覺上是有點困難啦，有錯請各位指",NA,2018-03-06 21:52:00
"3045","M.1520307614.A.96C","→","sw52099","正。",NA,2018-03-06 21:52:00
"3046","M.1520307614.A.96C","推","sw52099","呃...不好意思，圖沒跑出來，看來我回答錯了，請忽略上",NA,2018-03-06 21:55:00
"3047","M.1520307614.A.96C","→","sw52099","面一大段（潛水）",NA,2018-03-06 21:55:00
"3048","M.1520307614.A.96C","→","clansoda","我的經驗是 不管你門檻怎麼調那個空白的規則都會存在",NA,2018-03-06 22:17:00
"3049","M.1520307614.A.96C","→","clansoda","可能要問作者，不過那個package應該是已經沒有再維護了",NA,2018-03-06 22:17:00
"3050","M.1520307614.A.96C","推","a78998042a","基本上關聯規則是你篩選出給定support, confidence 的",NA,2018-03-06 22:23:00
"3051","M.1520307614.A.96C","→","a78998042a","結果，只是根據條件可以用apriori 演算法加速篩選，而",NA,2018-03-06 22:23:00
"3052","M.1520307614.A.96C","→","a78998042a","資料中的每種組合都有一組supp, con，演算法只是選出",NA,2018-03-06 22:23:00
"3053","M.1520307614.A.96C","→","a78998042a","來給你看，所以如果妳想增加規則的結果，你可以考慮先",NA,2018-03-06 22:23:00
"3054","M.1520307614.A.96C","→","a78998042a","列出所有的規則組合，再看看你要多少結果，反著切sup",NA,2018-03-06 22:23:00
"3055","M.1520307614.A.96C","→","a78998042a","跟con。",NA,2018-03-06 22:23:00
"3056","M.1520307614.A.96C","→","a78998042a","如果有新資料，再用妳上一個切的結果做樣本參數，然後",NA,2018-03-06 22:25:00
"3057","M.1520307614.A.96C","→","a78998042a","就看你想怎樣做了。",NA,2018-03-06 22:25:00
"3058","M.1520307614.A.96C","推","Luluemiko","先射箭，再畫靶，去測支持度跟信心度的參數組合",NA,2018-03-07 10:28:00
"3059","M.1520248733.A.502","→","Wush978","你如果用瀏覽器開啟後，再打開瀏覽器的javascript除錯器",NA,2018-03-05 20:08:00
"3060","M.1520248733.A.502","→","Wush978","有沒有出現什麼錯誤訊息?",NA,2018-03-05 20:09:00
"3061","M.1520248733.A.502","→","tytony","Chrome顯示its MIME type is not executable",NA,2018-03-05 20:23:00
"3062","M.1520248733.A.502","→","tytony","另外還有找不到icon的屬性",NA,2018-03-05 20:23:00
"3063","M.1520248733.A.502","→","tytony","問題已經找到了 是scr網址寫法有錯導致失敗",NA,2018-03-06 07:30:00
"3064","M.1520243797.A.3F6","→","celestialgod","readxl::read_excel會幫你讀成table格式",NA,2018-03-05 18:44:00
"3065","M.1520243797.A.3F6","→","andrew43","處理試算表的package大多可以按分頁讀入",NA,2018-03-05 18:52:00
"3066","M.1520243797.A.3F6","→","andrew43","讀入後就是各別對付了，<U+6CA1>什麼法門。",NA,2018-03-05 18:54:00
"3067","M.1520243797.A.3F6","推","seimwiwa","衛福部有全死因檔從那個資料再整理出來比較快（吧）",NA,2018-03-06 23:25:00
"3068","M.1520243797.A.3F6","→","wayturn","想問R有套件能處理主副標嗎?還是只能手動處理excel再匯入",NA,2018-03-07 12:25:00
"3069","M.1520243797.A.3F6","→","andrew43","讀入的function常有前幾列不讀的參數，可幫點忙",NA,2018-03-07 19:22:00
"3070","M.1520168126.A.1C2","→","celestialgod","do.call(c, list(data1,data2,data3))",NA,2018-03-04 21:17:00
"3071","M.1520168126.A.1C2","→","andrew43","data1/2/3 本身是什麼物件？看一下str(data1)的結果",NA,2018-03-05 15:42:00
"3072","M.1520168126.A.1C2","推","HumuHumu","do.call(c,list)",NA,2018-03-05 16:19:00
"3073","M.1520078998.A.9BC","→","celestialgod","miktex有加進去PATH嗎",NA,2018-03-03 20:16:00
"3074","M.1520078998.A.9BC","→","ntpuisbest","沒有，請問要加到哪個資料夾",NA,2018-03-03 21:51:00
"3075","M.1519925469.A.38A","→","andrew43","如果是R基本操作都不行的話，先借本書或網路上教學。",NA,2018-03-02 02:04:00
"3076","M.1519925469.A.38A","→","andrew43","置底文中的資源可以看看。",NA,2018-03-02 02:06:00
"3077","M.1519925469.A.38A","推","boddy","聽起來像是大氣的東西...沒有什麼叫做R的降尺度方法，",NA,2018-03-04 23:00:00
"3078","M.1519925469.A.38A","→","boddy","你應該要問你老闆要用什麼方法，可以用R來讀資料以及",NA,2018-03-04 23:01:00
"3079","M.1519925469.A.38A","→","boddy","寫出那個方法，沒有什麼現成的例子...你找的那個也不是...",NA,2018-03-04 23:01:00
"3080","M.1519925469.A.38A","→","AndrewShi","好的，謝謝你們~",NA,2018-03-08 09:24:00
"3081","M.1519801953.A.746","→","celestialgod","國中數學也是一小時六百喔(笑",NA,2018-02-28 15:30:00
"3082","M.1519801953.A.746","→","celestialgod","高",NA,2018-02-28 15:31:00
"3083","M.1519801953.A.746","→","f496328mm","不如上來 R 版發問    這裡的人都很熱心",NA,2018-02-28 15:53:00
"3084","M.1519801953.A.746","→","f496328mm","R 已經算很好學了吧",NA,2018-02-28 15:53:00
"3085","M.1519801953.A.746","→","yault","謝謝，只是想說直接向高手們請教，比較快上手，遇到問題也",NA,2018-02-28 18:40:00
"3086","M.1519801953.A.746","→","yault","能馬上解答。",NA,2018-02-28 18:40:00
"3087","M.1519801953.A.746","噓","Sullinger","600只能教你print hello world",NA,2018-02-28 18:58:00
"3088","M.1519801953.A.746","→","HumuHumu","nccu stat學姊？",NA,2018-02-28 20:09:00
"3089","M.1519801953.A.746","推","WTF1111","MOOC上面很多，有底子其實很好學，coursera, udacity,edx",NA,2018-03-01 11:14:00
"3090","M.1519801953.A.746","→","clansoda","我的建議也是用網路資源學,one on one的教學其實沒有",NA,2018-03-01 11:35:00
"3091","M.1519801953.A.746","→","clansoda","比較快，有些東西你看完後要自己想一下才會了解",NA,2018-03-01 11:35:00
"3092","M.1519801953.A.746","→","Padparacha","自學吧   這種東西只有多摸",NA,2018-03-03 21:26:00
"3093","M.1519801953.A.746","→","yault","已徵到，謝謝~",NA,2018-03-04 16:46:00
"3094","M.1519795854.A.45C","推","sw52099","for(i in 1:length(data$message)){",NA,2018-02-28 13:41:00
"3095","M.1519795854.A.45C","→","sw52099","  path = paste0('~/your path/', i, '.txt')",NA,2018-02-28 13:41:00
"3096","M.1519795854.A.45C","→","sw52099","  write.table(data$message[i], path)",NA,2018-02-28 13:41:00
"3097","M.1519795854.A.45C","→","sw52099","}",NA,2018-02-28 13:41:00
"3098","M.1519795854.A.45C","→","celestialgod","樓上的write.table改成write可能比較合適",NA,2018-02-28 13:59:00
"3099","M.1519795854.A.45C","→","nina8598","謝謝各位~~問題解決了!我最後是用write.table這個函數，",NA,2018-02-28 14:54:00
"3100","M.1519795854.A.45C","→","nina8598","因為我用write的話輸出的記事本內容是""1"" ""2"" ""3""...，",NA,2018-02-28 14:54:00
"3101","M.1519795854.A.45C","→","nina8598","不是我要的message內容，還是謝謝大家!",NA,2018-02-28 14:54:00
"3102","M.1519795854.A.45C","→","clansoda","我比較好奇創造出三萬個TXT會怎麼樣",NA,2018-02-28 15:02:00
"3103","M.1519795854.A.45C","→","celestialgod","那是因為write的輸出跟輸入跟write.table相反= =""",NA,2018-02-28 15:27:00
"3104","M.1519795854.A.45C","→","celestialgod","我記錯了@@",NA,2018-02-28 15:28:00
"3105","M.1519795854.A.45C","→","celestialgod","喔喔，因為data$message是factor阿...",NA,2018-02-28 15:28:00
"3106","M.1519795854.A.45C","→","celestialgod","我會推薦write原因是因為write.table會輸出",NA,2018-02-28 15:29:00
"3107","M.1519795854.A.45C","→","celestialgod","rownames跟colnames，write就可以直接避免掉了",NA,2018-02-28 15:29:00
"3108","M.1519795854.A.45C","推","sw52099","原來如此，謝謝c大指教！",NA,2018-03-01 13:54:00
"3109","M.1519711558.A.CF3","推","CheHsuanLin","推",NA,2018-02-27 20:27:00
"3110","M.1519658324.A.741","→","celestialgod","你試試看x 多放一個xhtml的元素，看這個會不會被抓",NA,2018-02-26 23:24:00
"3111","M.1519658324.A.741","→","celestialgod",".在regex裡面被當作萬用字元，不是原本的.",NA,2018-02-26 23:25:00
"3112","M.1519658324.A.741","→","celestialgod","請查regex",NA,2018-02-27 00:08:00
"3113","M.1519658324.A.741","→","cywhale","\\. 就代表你真的要找dot 這個字符 而只有dot在regex當中",NA,2018-02-27 00:23:00
"3114","M.1519658324.A.741","→","cywhale","代表可以match任何字元 所以.html 可以match xhtml",NA,2018-02-27 00:24:00
"3115","M.1519658324.A.741","→","cywhale","R中'\' blackslash本身就是特殊字符 所以需要'\\'escape",NA,2018-02-27 01:11:00
"3116","M.1519658324.A.741","→","cywhale","backslash 打錯字",NA,2018-02-27 01:12:00
"3117","M.1519658324.A.741","→","eric500g","左邊\是strings的跳脫，右邊\是regex的跳脫",NA,2018-02-27 12:26:00
"3118","M.1519651015.A.E52","→","celestialgod","查了一下R Blogger，https://goo.gl/exCiwB",NA,2018-02-26 21:56:00
"3119","M.1519651015.A.E52","→","x88776544pc","felm 的 detail 有寫, 通常拿訊息餵狗都會有解",NA,2018-02-27 00:27:00
"3120","M.1519651015.A.E52","→","tmpuauee","太謝謝了！",NA,2018-02-27 00:48:00
"3121","M.1519615754.A.DA1","→","Wush978","那應該是瀏覽器的熱鍵，你試試看直接找物件的方法",NA,2018-02-26 12:41:00
"3122","M.1519615754.A.DA1","→","Wush978","remoteDriver物件中有沒有方法可以切換視窗/頁面",NA,2018-02-26 12:42:00
"3123","M.1519615754.A.DA1","→","celestialgod","在新分頁開啟最簡單的方法是 dr$click(1)",NA,2018-02-26 19:04:00
"3124","M.1519615754.A.DA1","→","celestialgod","如果要操作右鍵出來的選單目前沒看到方法",NA,2018-02-26 19:04:00
"3125","M.1519615754.A.DA1","→","x9060000456","謝謝wush大阿~ 可以切換視窗 但主要想要利用點擊開啟",NA,2018-02-28 20:19:00
"3126","M.1519615754.A.DA1","→","x9060000456","謝謝C大~ 好喔 那我再想想看有沒有更好的方法~",NA,2018-02-28 20:19:00
"3127","M.1519462489.A.5E1","推","Wush978","你在一般的R也不能裝嗎?",NA,2018-02-25 03:23:00
"3128","M.1519462489.A.5E1","→","clsmbstu","好問題... 我沒裝一般的R 因為工作都是用ipynb格式分享",NA,2018-02-25 10:42:00
"3129","M.1519462489.A.5E1","→","clsmbstu","我是直接用conda裝r-essentials 裡面是有r-base",NA,2018-02-25 10:44:00
"3130","M.1519462489.A.5E1","→","clsmbstu","這樣的環境下不能裝",NA,2018-02-25 10:45:00
"3131","M.1519462489.A.5E1","→","clsmbstu","之前跑在同事的資料夾裡可以裝 現在跑在我自己的卻不行",NA,2018-02-25 10:47:00
"3132","M.1519462489.A.5E1","→","clsmbstu","公司伺服器都是沒有裝過一般的R的 所以我會猜不是這問題",NA,2018-02-25 10:47:00
"3133","M.1519462489.A.5E1","→","Wush978","但是你給的錯誤訊息沒有關鍵訊息，在原生R上安裝可能可以",NA,2018-02-26 12:40:00
"3134","M.1519462489.A.5E1","→","Wush978","看到關鍵訊息呀，否則沒辦法知道為什麼你安裝失敗",NA,2018-02-26 12:40:00
"3135","M.1519462489.A.5E1","→","clickhere","https://github.com/IRkernel/IRkernel/issues/384",NA,2018-02-26 12:45:00
"3136","M.1519462489.A.5E1","→","clickhere","conda裝的R package可能和R自身的package,路徑不同.",NA,2018-02-26 12:46:00
"3137","M.1519462489.A.5E1","→","clickhere","裝conda的IRkernel,或進conda用R的install.packages().",NA,2018-02-26 12:48:00
"3138","M.1519462489.A.5E1","→","clickhere","當然,你的IRkernel也得是裝在conda下的.",NA,2018-02-26 12:56:00
"3139","M.1519269807.A.757","→","x88776544pc","檢查 k 裡面是否有 NA",NA,2018-02-22 11:56:00
"3140","M.1519269807.A.757","→","didihung","你的i要跑到(length(k)+n)但是你的k並沒有這麼長",NA,2018-02-22 12:03:00
"3141","M.1519269807.A.757","→","F0011010101","是for (i in (n+1):(length(k)-n))吧?",NA,2018-02-22 13:49:00
"3142","M.1519269807.A.757","→","guitarbird","對! 蠢了,謝謝大大們",NA,2018-02-22 15:09:00
"3143","M.1519210528.A.F96","→","celestialgod","table(df$V1, df$V2)",NA,2018-02-21 18:58:00
"3144","M.1519210528.A.F96","→","x88776544pc","apply(df2, 2, function(x) if(sum(x)-1) {colSums(d",NA,2018-02-22 10:36:00
"3145","M.1519210528.A.F96","→","x88776544pc","f2[x>0,])} else {df2[x>0,]} )",NA,2018-02-22 10:36:00
"3146","M.1519210528.A.F96","→","x88776544pc","如果每筆資料都是 unique, 矩陣乘法可以, 沒想到 @@",NA,2018-02-22 11:16:00
"3147","M.1519210528.A.F96","→","x88776544pc","如果有可能重複的話, 我的結果還要再轉置, 忘記了",NA,2018-02-22 11:17:00
"3148","M.1519210528.A.F96","→","huangsam","x大謝謝你啊!!!!!!",NA,2018-02-22 11:22:00
"3149","M.1519210528.A.F96","→","celestialgod","喔喔，原來我沒看懂你要什麼XDD",NA,2018-02-22 19:55:00
"3150","M.1519056348.A.B7D","推","shingai","No encoding supplied: defaulting to UTF-8.",NA,2018-02-20 23:05:00
"3151","M.1519056348.A.B7D","→","shingai","""LC_COLLATE=Chinese (Traditional)_Taiwan.950;",NA,2018-02-20 23:06:00
"3152","M.1519056348.A.B7D","→","shingai","LC_CTYPE=Chinese (Traditional)_Taiwan.950;",NA,2018-02-20 23:07:00
"3153","M.1519056348.A.B7D","→","shingai","LC_MONETARY=Chinese (Traditional)_Taiwan.950;",NA,2018-02-20 23:07:00
"3154","M.1519056348.A.B7D","→","shingai","LC_NUMERIC=C;LC_TIME=Chinese (Traditional)_Taiwan.950",NA,2018-02-20 23:07:00
"3155","M.1519056348.A.B7D","→","shingai","套件都安裝好了，我是使用Rstudio跑～要怎麼排除？thx",NA,2018-02-20 23:10:00
"3156","M.1519056348.A.B7D","推","shingai","可是跑不出資料，我在想想...",NA,2018-02-21 19:31:00
"3157","M.1519056348.A.B7D","→","shingai","C大也是拿win的R跑的嗎？",NA,2018-02-21 19:32:00
"3158","M.1519054903.A.08C","推","sw52099","如果是要直接從網站上抓資料的話，那就是一個爬蟲問題了",NA,2018-02-28 13:50:00
"3159","M.1519054903.A.08C","→","sw52099","，建議你看看rvest或rcurl這兩個套件，抓下來之後只要wri",NA,2018-02-28 13:50:00
"3160","M.1519054903.A.08C","→","sw52099","te.csv自然就可以用excel開",NA,2018-02-28 13:50:00
"3161","M.1518961023.A.F96","推","cywhale","可以讓使用者下載calResult1()結果比如存在rds or RData",NA,2018-02-19 12:18:00
"3162","M.1518961023.A.F96","→","cywhale","同時也讓使用者可以匯回上次的下載檔..",NA,2018-02-19 12:19:00
"3163","M.1518961023.A.F96","→","cywhale","程式裡判斷第二計算資料來源是從上傳檔案或計算而得即可",NA,2018-02-19 12:23:00
"3164","M.1518961023.A.F96","→","puppy77","看起來是只能一個一個匯出再匯入了....謝謝",NA,2018-02-20 22:00:00
"3165","M.1518961023.A.F96","→","cywhale","使用者可能不必知道他存出、匯入的物件是什麼，用save",NA,2018-02-20 22:31:00
"3166","M.1518961023.A.F96","→","cywhale","存RData供匯出，就可一次把要存的資料做完不用一個個匯吧",NA,2018-02-20 22:32:00
"3167","M.1518961023.A.F96","推","jackylikebmw","我有遇到類似問題歐,我是把資料存到Dropbox,程式下",NA,2018-02-22 07:29:00
"3168","M.1518961023.A.F96","→","jackylikebmw","次啟動時會先讀Dropbox,如果使用者選擇重新,就會刪",NA,2018-02-22 07:29:00
"3169","M.1518961023.A.F96","→","jackylikebmw","除檔案,選擇繼續,就會下載Dropbox的資料繼續跑",NA,2018-02-22 07:29:00
"3170","M.1518961023.A.F96","→","jackylikebmw","這樣子對使用者的體驗比較好,看你要不要玩shinyBS,",NA,2018-02-22 07:32:00
"3171","M.1518961023.A.F96","→","jackylikebmw","在程式啟動前先跳要不要繼續的指令",NA,2018-02-22 07:32:00
"3172","M.1518961023.A.F96","→","puppy77","謝謝兩位 我再試試看 另外可以請j大分享一下程式嗎??",NA,2018-02-22 23:00:00
"3173","M.1518826636.A.7B0","推","jackyu777","dplyr的left_join(df1,df2,by=""球員"")",NA,2018-02-17 08:20:00
"3174","M.1518826636.A.7B0","推","wenbuneatble","推一樓，可查一下 join相關函數",NA,2018-02-17 15:12:00
"3175","M.1518826636.A.7B0","→","zxc741qaz123","非常感謝樓上兩位大大",NA,2018-02-17 22:17:00
"3176","M.1518826636.A.7B0","→","jackylikebmw","我記得merge跟data.table的join也都做得到",NA,2018-02-22 07:34:00
"3177","M.1518437015.A.C26","→","clansoda","我有一個問題，根據你算出來的第二個值，為啥第三個是",NA,2018-02-12 20:49:00
"3178","M.1518437015.A.C26","→","clansoda","正號，我的理解是 (-12 - (-10)) / -10 = 0.2",NA,2018-02-12 20:49:00
"3179","M.1518437015.A.C26","→","clansoda","如果你的差異算法是這樣算的話",NA,2018-02-12 20:49:00
"3180","M.1518437015.A.C26","→","clansoda","library(data.table)",NA,2018-02-12 20:50:00
"3181","M.1518437015.A.C26","→","clansoda","x$pd <- (x$value - shift(x$value)) / shift(x$value)",NA,2018-02-12 20:51:00
"3182","M.1518437015.A.C26","→","menghsuanliu","若是用您的公式，我算出來會是正號，但我覺得正號就",NA,2018-02-12 20:56:00
"3183","M.1518437015.A.C26","→","menghsuanliu","是怪怪的，才上來詢問",NA,2018-02-12 20:56:00
"3184","M.1518437015.A.C26","→","clansoda","公式怪不怪只有你自己知道阿，端看你想幹嘛吧",NA,2018-02-12 20:58:00
"3185","M.1518437015.A.C26","→","menghsuanliu","我想要它是負的………",NA,2018-02-12 22:34:00
"3186","M.1518437015.A.C26","→","clansoda","我其實不太懂 他為什麼要是負的 那這樣基期是10與12",NA,2018-02-12 23:06:00
"3187","M.1518437015.A.C26","→","clansoda","的一個pair也應該是負的嗎?",NA,2018-02-12 23:06:00
"3188","M.1518437015.A.C26","→","clansoda","還是你要的那個向量整個都要是負的",NA,2018-02-12 23:06:00
"3189","M.1518437015.A.C26","→","clansoda","我大概知道你在講什麼了，所以你應該是要掛絕對值吧",NA,2018-02-12 23:11:00
"3190","M.1518437015.A.C26","→","clansoda","我這邊用stepfun可以寫出你這種intution，如果你想做這",NA,2018-02-12 23:30:00
"3191","M.1518437015.A.C26","→","clansoda","種的話用step function * 絕對值，因為你是算兩者距離",NA,2018-02-12 23:30:00
"3192","M.1518437015.A.C26","→","menghsuanliu","感謝",NA,2018-02-13 10:28:00
"3193","M.1518437015.A.C26","推","Edster","這樣都看得懂只能佩服.",NA,2018-02-13 12:03:00
"3194","M.1518437015.A.C26","→","menghsuanliu","最後我自己寫function處理…謝謝大家花時間幫我看",NA,2018-02-13 21:51:00
"3195","M.1518437015.A.C26","→","menghsuanliu","我的問題……",NA,2018-02-13 21:51:00
"3196","M.1518432685.A.4AA","推","PoChieh","as.character",NA,2018-02-12 19:38:00
"3197","M.1518432685.A.4AA","推","eric500g","read.csv預設會把文字轉成factor，可用stringsAsFactors",NA,2018-02-12 19:44:00
"3198","M.1518432685.A.4AA","→","eric500g"," = FALSE設定成不會轉",NA,2018-02-12 19:44:00
"3199","M.1518238394.A.FBA","推","Wush978","opencpu",NA,2018-02-10 14:39:00
"3200","M.1518238394.A.FBA","推","cywhale","在#1QLmFAHv就是R+postgres以opencpu做成API前端可取資料",NA,2018-02-10 15:58:00
"3201","M.1518238394.A.FBA","→","cywhale","不用shiny也可以.. plumber也有類似功能",NA,2018-02-10 15:59:00
"3202","M.1518234349.A.FC8","→","x88776544pc","https://pastebin.com/0STrjnFW",NA,2018-02-10 13:04:00
"3203","M.1518234349.A.FC8","→","x88776544pc","可以用 melt 將資料轉換成長格式再搭配 scale 換顏色",NA,2018-02-10 13:06:00
"3204","M.1518234349.A.FC8","→","x88776544pc","一行一行打的話也可，但要讓 aes 吃到 col 這個參數",NA,2018-02-10 13:09:00
"3205","M.1518106989.A.77D","→","celestialgod","r 可以直接讀文字檔，有什麼問題嗎？",NA,2018-02-09 08:38:00
"3206","M.1518106989.A.77D","→","andrew43","是不是想找 readClipboard() writeClipboard() ?",NA,2018-02-09 08:43:00
"3207","M.1518106989.A.77D","推","vfgce","用data.table的fread讀檔比R內建的快上許多....",NA,2018-02-09 20:42:00
"3208","M.1518106989.A.77D","推","a78998042a","[關於減少R的繪圖時間]",NA,2018-02-20 12:44:00
"3209","M.1518106989.A.77D","→","a78998042a","首先要考慮的是，您使用的R繪圖套件是什麼，如",NA,2018-02-20 12:44:00
"3210","M.1518106989.A.77D","→","a78998042a","果是ggplot2，那因為精緻程度的關係，在繪製較",NA,2018-02-20 12:44:00
"3211","M.1518106989.A.77D","→","a78998042a","大資料時，會有時間較長的問題。",NA,2018-02-20 12:44:00
"3212","M.1518106989.A.77D","→","a78998042a","如果您是使用一般基本R繪圖工具，還是發現非長",NA,2018-02-20 12:45:00
"3213","M.1518106989.A.77D","→","a78998042a","久，可能是大部分時間都是R把圖呈現給您看，而",NA,2018-02-20 12:45:00
"3214","M.1518106989.A.77D","→","a78998042a","不是繪圖本身，意思是他早就畫好了，但礙於硬體",NA,2018-02-20 12:45:00
"3215","M.1518106989.A.77D","→","a78998042a","問題，呈現較慢，如果是這種情況，可以考慮將圖",NA,2018-02-20 12:45:00
"3216","M.1518106989.A.77D","→","a78998042a","轉存出去，如pdf, png等等，再開啟觀看。希望以",NA,2018-02-20 12:45:00
"3217","M.1518106989.A.77D","→","a78998042a","上說明有協助到您。",NA,2018-02-20 12:45:00
"3218","M.1518085696.A.B42","推","x88776544pc","它的概念簡單來說就是對每個變數一一加入雜訊",NA,2018-02-08 22:22:00
"3219","M.1518085696.A.B42","→","x88776544pc","如果某變數很重要，那加入雜訊後的錯誤率就會大幅 UP",NA,2018-02-08 22:24:00
"3220","M.1518085696.A.B42","→","x88776544pc","第三步：將OOB樣本中的第 i 個變數加入雜訊以取得",NA,2018-02-08 22:27:00
"3221","M.1518085696.A.B42","→","x88776544pc","該變數雜訊化後的預測結果去計算OOB error rate i",NA,2018-02-08 22:28:00
"3222","M.1518085696.A.B42","→","x88776544pc","常見的方式有將該變數 bootstrap, sample 或遞移",NA,2018-02-08 22:30:00
"3223","M.1518085696.A.B42","→","wheado","不懂加入雜訊是什麼意思",NA,2018-02-09 00:02:00
"3224","M.1518085696.A.B42","→","wheado","我的感覺是不看i變數接著計算正確率下降多少",NA,2018-02-09 00:02:00
"3225","M.1518085696.A.B42","→","wheado","然後每個被sample到的變數都不看一次",NA,2018-02-09 00:02:00
"3226","M.1518085696.A.B42","→","wheado","就可以得到該棵樹所有的decreasing accuracy",NA,2018-02-09 00:02:00
"3227","M.1518085696.A.B42","→","x88776544pc","說成不看也可以，但在預測時你總是要給這個""不看""",NA,2018-02-09 00:16:00
"3228","M.1518085696.A.B42","→","x88776544pc","的變數一個值，通常就是透過上述方法把它變成一個沒",NA,2018-02-09 00:17:00
"3229","M.1518085696.A.B42","→","x88776544pc","有價值的變數，也就是 noise variable",NA,2018-02-09 00:18:00
"3230","M.1518085696.A.B42","→","x88776544pc","而 MDI 只是將每個變數在所有樹中有使用到它的節點",NA,2018-02-09 00:21:00
"3231","M.1518085696.A.B42","→","x88776544pc","造成的 gini 值下降量加起來，再以所有樹的數目平均",NA,2018-02-09 00:24:00
"3232","M.1518085696.A.B42","推","a78998042a","在不同tree套件中，相同指標的算法也不一定一樣",NA,2018-02-20 12:34:00
"3233","M.1518085696.A.B42","→","a78998042a","，可能會對於可能發生的結點，或現在模行發生的",NA,2018-02-20 12:35:00
"3234","M.1518085696.A.B42","→","a78998042a","結點，產生不一樣的加權。",NA,2018-02-20 12:35:00
"3235","M.1518085696.A.B42","→","a78998042a","印象中他的算法是，對單一顆樹，在拿掉一個變數",NA,2018-02-20 12:35:00
"3236","M.1518085696.A.B42","→","a78998042a","之後，模型的評估值(這裡是gini)效果是否下降",NA,2018-02-20 12:35:00
"3237","M.1518085696.A.B42","→","a78998042a","(decrease)，下降越多，表示該變數是雜訊變數的",NA,2018-02-20 12:35:00
"3238","M.1518085696.A.B42","→","a78998042a","可能性越高，重要性越低，而如果一變數在加入之",NA,2018-02-20 12:36:00
"3239","M.1518085696.A.B42","→","a78998042a","後，模型的正確率反而出現混淆、干擾，評估值會趨近0",NA,2018-02-20 12:36:00
"3240","M.1518085696.A.B42","→","a78998042a","然後Mean就是把所有樹的平均，所以是Mean",NA,2018-02-20 12:36:00
"3241","M.1518085696.A.B42","→","a78998042a","decrease gini，如果是MDA(accuracy)，數值也",NA,2018-02-20 12:36:00
"3242","M.1518085696.A.B42","→","a78998042a","可能小於0。",NA,2018-02-20 12:37:00
"3243","M.1518085696.A.B42","→","a78998042a","希望以上回答有協助到您，對回答有疑義可以來信給我。",NA,2018-02-20 12:46:00
"3244","M.1518085696.A.B42","→","x88776544pc","樓上你講的permutation-based的算法只適用於 MDA 吧?",NA,2018-02-21 23:33:00
"3245","M.1518085696.A.B42","→","x88776544pc","你講 gini 的概念是對的但不能那樣算 MDgini",NA,2018-02-21 23:38:00
"3246","M.1518085696.A.B42","推","x88776544pc","如果覺得我有理解錯誤的地方麻煩指正一下",NA,2018-02-21 23:45:00
"3247","M.1518012940.A.43A","→","x9060000456","推測有可能是 Facebook devolopers 檔住無法取得",NA,2018-02-07 22:23:00
"3248","M.1517904715.A.73A","→","celestialgod","要自己重新編譯安裝",NA,2018-02-06 19:00:00
"3249","M.1517904715.A.73A","→","obarisk","直接在程式裡蓋掉也可以",NA,2018-02-06 20:04:00
"3250","M.1517904715.A.73A","推","andrew43","namespace的關係嗎？",NA,2018-02-07 08:12:00
"3251","M.1517904715.A.73A","→","ChenEye","二樓大神的方法聽起滿容易執行的，請問詳細要怎麼做呢？",NA,2018-02-07 09:12:00
"3252","M.1517904715.A.73A","→","ChenEye","另外也請問一樓大神的方法詳細要怎麼做？",NA,2018-02-07 09:13:00
"3253","M.1517904715.A.73A","→","Wush978","obarisk講的方法, 如果這個函數是套件中呼叫的就沒用",NA,2018-02-07 13:48:00
